ID	Phylogeny	Species
KJ778652	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Parapusillimonas	Eoetvoesia sp. BAB-4053
KJ782866	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
KJ806986	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria buffeli
KJ808092	Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis	uncultured bacterium
KJ808093	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured bacterium
KJ817727	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured bacterium
KJ862115	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum	uncultured Clostridium sp.
KJ871352	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia vulpes
KJ907783	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Neobodo	uncultured Bodonidae
KJ956782	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. MML-2014
KJ956783	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. MML-2014
KJ957654	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
KM018949	Bacteria;SAR324 clade(Marine group B);;;;	uncultured proteobacterium
KM018951	Bacteria;SAR324 clade(Marine group B);;;;	uncultured proteobacterium
KM018952	Bacteria;SAR324 clade(Marine group B);;;;	uncultured proteobacterium
KM023885	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter-Flavimobilis	uncultured bacterium
KM025199	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	uncultured Babesia
KM025200	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	uncultured Cytauxzoon
KM051595	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM051604	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM051612	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM051640	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM051659	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM051688	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM051690	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM051696	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM051701	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM091647	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum	bacterium enrichment culture clone S 2010 0.5 m 2
KM186941	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	uncultured Anaplasma sp.
KM186949	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	uncultured Anaplasma sp.
KM187043	Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Silvanigrella	Spirobacillus sp. BFE32B
KM187406	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;Deefgea	Deefgea sp. HP12I
KM187637	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;Deefgea	Neisseriaceae bacterium PRE9A
KM203521	Bacteria;NB1-j;;;;	uncultured bacterium
KM203555	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;C1-B045	uncultured bacterium
KM206273	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma capra
KM222921	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KM227012	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	uncultured Anaplasma sp.
KM242075	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Leptomonas	Kentomonas sorsogonicus
KM242444	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium sp. INBio 4513R
KM250931	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured bacterium
KM250957	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured bacterium
KM250962	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured bacterium
KM250967	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured bacterium
KM251000	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured bacterium
KM263174	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured Anaeromyxobacter sp.
KM355232	Bacteria;Firmicutes;Limnochordia;M55-D21;;	uncultured Firmicutes bacterium
KM356315	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM356319	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM356322	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KM356334	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KM356557	Bacteria;NB1-j;;;;	uncultured bacterium
KM356591	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KM356594	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KM356600	Bacteria;NB1-j;;;;	uncultured bacterium
KM356752	Bacteria;Sva0485;;;;	uncultured bacterium
KM356759	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KM356770	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Kangiellaceae;uncultured	uncultured bacterium
KM373087	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
KM386664	Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma	Deferrisoma palaeochoriense
KM389608	Bacteria;Chloroflexi;TK10;;;	uncultured bacterium
KM389613	Bacteria;Chloroflexi;TK10;;;	uncultured bacterium
KM391819	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma vivax
KM391826	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma vivax
KM410324	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured prokaryote
KM410424	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured prokaryote
KM410507	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	uncultured prokaryote
KM410508	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter	uncultured prokaryote
KM410555	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter	uncultured prokaryote
KM410630	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured prokaryote
KM410656	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter	uncultured prokaryote
KM410800	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured prokaryote
KM435071	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;Hepatozoon	Hepatozoon felis
KM454229	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KM454308	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KM454343	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KM454361	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KM494513	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 7	uncultured Clostridium sp.
KM585447	Bacteria;Chloroflexi;Dehalococcoidia;MSBL5;;	uncultured bacterium
KM651094	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter-Flavimobilis	uncultured actinobacterium
KM823771	Bacteria;Myxococcota;bacteriap25;;;	uncultured bacterium
KM887507	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;Haemogregarina	Haemogregarina sacaliae
KM887508	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;Haemogregarina	Haemogregarina pellegrini
KM973037	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium saopaulense
KM974663	Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;	bacterium QTYC46b
KM980183	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;	Crithidia mellificae
KM980184	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Endotrypanum	Crithidia bombi
KP054230	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
KP054308	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;Cryptobia	Trypanoplasma sp. 3TSA4
KP062956	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma bovis
KP062958	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma bovis
KP062961	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma sp. ZJ65
KP062962	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma phagocytophilum
KP091114	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KP091127	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	uncultured bacterium
KP091143	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia	uncultured bacterium
KP091172	Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;;uncultured	uncultured bacterium
KP091175	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;;uncultured	uncultured bacterium
KP091245	Bacteria;NB1-j;;;;	uncultured bacterium
KP092525	Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;;uncultured	uncultured bacterium
KP142249	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
KP171665	Bacteria;SAR324 clade(Marine group B);;;;	bacterium associated with Parathyasira sp.
KP174648	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Pseudenhygromyxa	bacterium YC-LK-LKJ6
KP183013	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;uncultured	uncultured Oceanirhabdus sp.
KP260534	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Jaenimonas	Jaenimonas drosophilae
KP276587	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Candidatus Cryptoplasma	Candidatus Cryptoplasma californiense
KP284443	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Tenggerimyces	Tenggerimyces mesophilus
KP299863	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KP307018	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. Makumba
KP307019	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. Ngbanda
KP307020	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. Didon
KP307022	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma simiae 'bai'
KP307024	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma congolense 'dzanga-sangha'
KP405230	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Tenggerimyces	Tenggerimyces flavus
KP410308	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Rhodoluna	uncultured bacterium
KP411007	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eimeriorina;Goussia	Goussia ameliae
KP666157	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia gibsoni
KP676451	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured microorganism
KP686680	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna	uncultured bacterium
KP686805	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Rhodoluna	uncultured bacterium
KP686830	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Rhodoluna	uncultured bacterium
KP686869	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna	uncultured bacterium
KP687096	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
KP687112	Bacteria;Actinobacteriota;Actinobacteria;PeM15;;	uncultured bacterium
KP687126	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured bacterium
KP690948	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;Raoultibacter	uncultured bacterium
KP728202	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfovirga	uncultured bacterium
KP728227	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
KP745628	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia bovis
KP763250	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KP881349	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;Hemolivia	Hemolivia stellata
KP896360	Bacteria;Nitrospinota;P9X2b3D02;;;	uncultured bacterium
KP896363	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
KP896635	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
KP896636	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
KP896637	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
KP896639	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
KP896641	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KP896642	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KP896681	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KP967470	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;Deefgea	uncultured Deefgea sp.
KP967480	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia	uncultured bacterium
KP987223	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum	uncultured bacterium
KR002112	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma phagocytophilum
KR063138	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia	Candidatus Ehrlichia khabarensis
KR107298	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum	uncultured bacterium
KR107354	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum	uncultured bacterium
KR110064	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
KR262717	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia	uncultured Ehrlichia sp.
KR364792	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella	Turicimonas muris
KR560011	Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis	uncultured bacterium
KR611134	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesiidae sp.
KR653211	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma wauwau
KR814257	Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;;uncultured	uncultured delta proteobacterium
KR814260	Bacteria;SAR324 clade(Marine group B);;;;	uncultured delta proteobacterium
KR814263	Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;;uncultured	uncultured delta proteobacterium
KR814264	Bacteria;SAR324 clade(Marine group B);;;;	uncultured delta proteobacterium
KR824996	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
KR825010	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
KR825014	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
KR825027	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
KR825116	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
KR825165	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;;	uncultured bacterium
KR868690	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Herpetomonas	Herpetomonas tarakana
KR868691	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Herpetomonas	Herpetomonas sp.
KR995260	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium abscessus
KR995261	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium abscessus
KR995266	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium abscessus
KR995267	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium abscessus
KT072103	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Eubodonida;Bodo	uncultured eukaryote
KT122162	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured Syntrophaceae bacterium
KT122365	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured Geobacter sp.
KT122366	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured Geobacter sp.
KT167003	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
KT182986	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp.
KT216597	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium	Brachybacterium paraconglomeratum
KT223263	Bacteria;Myxococcota;Polyangia;;;	uncultured bacterium
KT223311	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Neobodo	Neobodo borokensis
KT223485	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. badger type B
KT223609	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;	Phytomonas nordicus
KT257799	Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;;uncultured	uncultured bacterium
KT257804	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KT257815	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KT257849	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KT257854	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
KT336054	Bacteria;NB1-j;;;;	uncultured delta proteobacterium
KT336064	Bacteria;NB1-j;;;;	uncultured Planctomycetaceae bacterium
KT336084	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KT336095	Bacteria;NB1-j;;;;	uncultured Colwellia sp.
KT336101	Bacteria;NB1-j;;;;	uncultured gamma proteobacterium
KT343359	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma gennarii
KT453611	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	uncultured Myxococcales bacterium
KT714216	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
KT714219	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Pseudopelobacteraceae;Pseudopelobacter	uncultured bacterium
KT748563	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KT748572	Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;;	uncultured bacterium
KT748574	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KT748600	Bacteria;NB1-j;;;;	uncultured bacterium
KT748614	Bacteria;NB1-j;;;;	uncultured bacterium
KT748617	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KT803957	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;	Candidatus Neoehrlichia sp. HT IT 4
KT851426	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria ovis
KT851431	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria ovis
KT880282	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured actinobacterium
KT880397	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;	uncultured Alphaproteobacteria bacterium
KT880420	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;	uncultured Alphaproteobacteria bacterium
KT880433	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;	uncultured bacterium
KT905679	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured bacterium
KT906693	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;;	uncultured bacterium
KT923323	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium sp. IN123
KT937390	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria ornithorhynchi
KT944309	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Endotrypanum	Novymonas esmeraldas
KT952641	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;uncultured	uncultured bacterium
KT952663	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KT952712	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Thermopetrobacteraceae;Thermopetrobacter	uncultured bacterium
KT952725	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KT952771	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;uncultured	uncultured bacterium
KT952786	Bacteria;NB1-j;;;;	uncultured bacterium
KT952842	Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured	uncultured bacterium
KT959230	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. JL-2016a
KT971131	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium	Archangium sp. UTMC 4071
KT983630	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	Cystobacter sp. S236
KT983644	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium	Cystobacter sp. S257
KU172976	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium sp. DWMJ-2277B1
KU172978	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium sp. DWMJ-2277B3
KU173091	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium sp. DWMJ-917B1
KU189193	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	uncultured Anaplasma sp.
KU204780	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. Bime
KU204791	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. 'venatorum'
KU204799	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia divergens
KU206291	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia bigemina
KU240069	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria equi
